project_id,category,sub_category,transcription_text,document_url
38268,Contracts,Apprenticeship Agreement,"STATE GAZETTE Print, Dyersburg, Tenn.  
INDENTURE OF APPRENTICESHIP. 
 
This indenture, made the 2nd day of April Eighteen Hundred and 66, between John Reddick & W B Tipton Supt Freedmens Bureau of the age of thirteen on the 4 day of March last. [[strikeout]] of the [[/strikeout]] of [[strikeout]] March [[/strikeout]] one part of the County of Dyer State of Tennessee, of the one part, and T J Reddick of the County of Dyer State of Tennessee of the other part. witnesseth that the said John Reddick Freedman  by and with the consent of the said W B Tipton [[strikeout]] Reddick [[/strikeout]] his agent signified by his signature affixed to this indenture, and by free will and consent of the said John a freedman hath placed and bound himself apprentice to the said TJ Reddick to learn the trade or business of Farming and with the said Reddick to dwell, continue and serve from the date hereof until the said: John Reddick shall have attained the age of twenty-one years, which will be on the fourth day of March Eighteen Hundred and Seventy four, during all of which time the said apprentice shall well and faithfully serve his said master, keep his secrets and obey his lawful commands. He shall do no damage to his master, nor wilfully suffer it to be done by others, and if any to his knowledge is intended he shall give his master immediate notice thereof. He shall not play at cards, dice, or any unlawful game. He shall not contract matrimony during said term, nor absent himself from the service of his said master, nor haunt or frequent taverns, tippling houses, nor gaming houses; but in all things and at all times demean and conduct himself as a good and faithful apprentice towards his said master during the whole time aforesaid. 
 
And the said T.J. Reddick covenants and agrees with the said John Reddick that he will teach and instruct the said John Reddick or cause him to be taught and instructed in the best and most complete way and manner that he can in the trade or business of Farming with all things belonging thereto; and that he will find and allow to the said apprentice good and suitable meat, drink, washing, lodging, suitable apparel for working and holy days, and all other things fit, convenient and proper for an apprentice during the term aforesaid.  [[apprentice?]] 
 
And will also teach to the said apprentice, or cause to be taught, within said term, to read and write and the ground rules of Arithmetic and the Rule of Three, and at the expiration of said term will give unto the said John Reddick two new suits of clothes suitable to his condition, and fifty dollars in money. 
 
IN WITNESS WHEREOF we have hereunto, and to duplicate thereof, set our hands and seals the day and year first above written. 
 
WITNESS: 
WB Tipton Supt of Bur 
for Dyer County Tenn {SEAL} 
Thos. J. Reddick {SEAL}",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00128
38268,Contracts,Apprenticeship Agreement,"STATE GAZETTE Print, Dyersburg, Tenn.  INDENTURE OF APPRENTICESHIP. 
							 
This indenture, made the 7th day of April Eighteen Hundred and 66, between Francis Wynne and WB Tipton, agent of the Freedmans Bureau, of the age of nine [[strikethrough]] seven [[/strikethrough]] on the 9th day of Feb last, of  of the County of Dyer State of Tennessee, of the one part, and HVC Wynne of the County of Dyer State of Tennessee of the other part, witnesseth that the said WB Tipton by and with the consent of the said Francis Wynne by her [[strikethrough]] his [[/strikethrough]] Agent signified by his signature affixed to this indenture, and by free will and consent of the said Francis Wynne hath placed and bound her self apprentice to the said HVC Wynne to learn the trade or business of housekeeping or Farming and with the said HVC Wynne to dwell, continue and serve from the date hereof until the said ninth shall have attained the age of twenty one years, which will be on the ninth day of February Eighteen Hundred and Seventy five; during all of which time the said apprentice shall well and faithfully serve [[strikethrough]] his [[/strikethrough]] her said master, keep his secrets and obey his lawful commands. He shall do no damage to her master, nor wilfully suffer it to be done by others, and if any to her knowledge is intended she shall give [[strikethrough]] his [[/strikethrough]] her master immediate notice thereof. She shall not play at cards, dice, or any unlawful game. She shall not contract matrimony during said term, nor absent herself from the service of [[strikethrough]] his [[/strikethrough]] her said master, nor haunt or frequent taverns, tippling houses, nor gaming houses; but in all things and at all times demean and conduct [[strikethrough]] his [[/strikethrough]] herself as a good and faithful apprentice towards [[strikethrough]] his [[/strikethrough]] her said master during the whole time of aforesaid. 
 
And the said HVC Wynne covenants and agrees with the said WB Tipton agent&c that he will teach and instruct the said [[strikethrough]] HVC Wynne [[/strikethrough]] Francis Wynne or cause [[strikethrough]] his [[/strikethrough]] her to be taught and instructed in the best and most complete way and manner that he can in the trade or business of housekeeping & Farming with all things belonging thereto; and that he will find and allow to the said apprentice good and suitable meat, drink, washing, lodging, suitable apparel for working and holy days, and all other things fit, convenient and proper for an apprentice during the term aforesaid of nearly nine years. 
 
And will also teach to the said apprentice, or cause to be taught, within said term, to read and write and the ground rules of Arithmetic and the Rule of Three, and at the expiration of said term will give unto the said Francis Wynne two new suits of clothes suitable to [[strikethrough]] his [[/strikethrough]] her condition, and twenty dollars in money. 
 
IN WITNESS WHEREOF we have hereunto, and to duplicate thereof, set our hands and seals the day and year first above written. This 7th day of April 1866 
 
WITNESS: 
 
WB Tipton agent of the Freedman Bureau for Dyer County Tenn {SEAL.} 
H.V.C. Wynne {SEAL.}",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00130
38268,Contracts,Apprenticeship Agreement,"STATE GAZETTE PRINT, Dyersburg, Tenn.  
INDENTURE OF APPRENTICESHIP. 
 
This indenture, made the 7th day of April Eighteen Hundred and 66, between Susan Wynne, of the age of Six years on the tenth day of Oct last, and [[strikethrough]] of the l [[/strikethrough]] W Betiptan Agent of the Freedmans Bureau for Dyer County Ten both of the County of Dyer & State of Tennessee, of the one part, and H. V. C. Wynne of the County of Dyer State of Tennessee of the other part, witnesseth that the said W Betiptan by and with the consent of the said Susan Wynne and her signified by the signature affixed to this indenture, and by free will and consent of the said Susan Wynne hath placed and bound her self apprentice to the said HVC Wynne to learn the trade of business of Industry spinning & sewing [[strikethrough]] & sense [[/strikethrough]] and with the said HVC Wynne to dwell, continue and serve from the date hereof until the said Susan Wynne shall have attained the age of [[strikethrough]] twenty one [[/strikethrough]] eighteen years, which will be on the tenth day of 5 October Eighteen Hundred and Seventy Seven during all of which time the said apprentice shall well and faithfully serve [[strikethrough]] his [[/strikethrough]] her said master, keep his secrets and obey his lawful commands. She shall do no damage to her master, nor wilfully suffer it to be done by others, and if any to her knowledge is intended she shall give her master immediate notice thereof. She shall not play at cards, dice, or any unlawful game. She shall not contract matrimony during said term, nor absent herself from the service of her said master, nor haunt or frequent taverns, tippling houses, nor gaming houses; but in all things and at all times demean and conduct herself as a good and faithful apprentice towards her said master during the whole time of aforesaid. 
 
And the said H V C Wynne covenants and agrees with the said W B Tipton that he will teach and instruct the said Susan Wynne or cause her to be taught and instructed in the best and most complete way and manner that she can in the trade or business of Industry & spinning & sewing [[strikethrough]] common sense [[/strikethrough]] with all things belonging thereto ; and that he will find and allow to the said apprentice good and suitable meat, drink, washing, lodging, suitable apparel for working and holy days, and all other things fit, convenient and proper for an apprentice during the term aforesaid. 
 
And will also teach to the said apprentice, or cause to be taught, within said term, to read and write and the ground rules of Arithmetic and Rule of Three, and at the expiration of said term will give unto the said Susan Wynne two new suits of clothes suitable to her condition, and twenty dollars in money. 
 
IN WITNESS WHEREOF we have hereunto, and to duplicate thereof, set our hands and seals the day and year first above written. This 7th day of April 1866 
 
WITNESS:   
 
WB Tipton Agent of the Freedmans 
 
Bureau for Dyer County Ten {SEAL.} 
H. V. C. Wynne {SEAL.}",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00132
38268,Contracts,Apprenticeship Agreement,"STATE GAZETTE PRINT, Dyersburg, Tenn.  
INDENTURE OF APPRENTICESHIP. 
 
This indenture, made the Seventh day of April Eighteen Hundred and Sixty six, between Sameller Wynne & WB Tipton Agent of the Freedmans Bureau, of the age of [[strikethrough]] Eight [[/strikethrough]] 9 on the fifth day of March last, 
of _ of the County of Dyer State of Tennessee, of the one part, and HVC Wynne of the County of Dyer State of Tennessee of the other part, witnesseth that the said WB Tipton Agent by and with the consent of the said Sameller Wynne by her Agent signified by his signature affixed to this indenture, and by free will and consent of the said.  Sameller Wynne hath placed and bound herself apprentice to the said HVC Wynne to learn the trade or business of of All kind of work and with the said HVC Wynne to dwell, continue and serve from the date hereof until the said Sameller Wynne shall have attained the age of [[strikethrough]] twenty one [[/strikethrough]] Eighteen years, which will be on the fifth day of March Eighteen Hundred and 1876; during all of which time the said apprentice shall well and faithfully serve her said master, keep his secrets and obey his lawful commands. She shall do not damage to her master, nor wilfully suffer it to b done by others, and if any to her knowledge is intended she shall give her master immediate notice thereof. She shall not play at cards, dice, or any unlawful game. She shall not contract matrimony during said term, nor absent herself from the service of her said master, nor haunt or frequent taverns ,tippling houses, nor gaming houses; but in all things and at all times demean and conduct herself as a good and faithful apprentice towards her said master during the whole time aforesaid. 
 
And the said HVC Wynne covenants and agrees with the said Samaller & WB Tipton that he will teach and instruct the said orphan girl or cause her to be taught and instructed in the best and most complete way and manner that he can in the trade or business of all kinds of work with all things belonging thereto; and that he will find and allow to the said apprentice good and suitable meat, drink, washing, lodging, suitable apparel for working and holy days, and all other things fit, convenient and proper for an apprentice during the term of aforesaid. 
 
And will also teach to the said apprentice, or cause to be taught, within said term, to read and write and the ground rules of Arithmetic and the Rule of Three, and at the expiration of said term will give unto the said Sameller Wynne two new suits of cloths suitable to his condition, and Twenty dollars in money. 
 
IN WITNESS WHEREOF we have hereunto, and to duplicate thereof, set our hands and seals the day and year first above written.  This 7th day of April 1866 
 
WITNESS;  WB Tipton Agent of the Freedmans Bureau for Dyer County Tenn 
{SEAL.} 
H V.C. Wynne {SEAL.}",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00134
38268,Contracts,Apprenticeship Agreement,"Know all men by thee presents that we HVC Wymne and NC Gaoch and held and firmly bound unto the State of Tennessee for the use of [strikethrough] Wymne a colouned orphan girl of the age of about nine years in the sum of five hundred dollars 
Now if the above found obligoz HVC Wymne well and truly comply with the contract by him made with MB Tipton agent of the freedman' Bureau relative to the apprenticeship of social orphan and faithfully and honestly discharge all his duties to said orphan then the above obligation to be void otherwise to remain in full force witness our hand and seals this [strikethrough] day 1866 
H.V.C. Wymne (seal) 
W.C Gough (seal)",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00136
38268,Contracts,Apprenticeship Agreement,"Know all men by these presents that we H.V.C. Wynn and W.C. Gooch all held and firmly bound unto the State of Tennessee for the use of sub an Wynne a coloured Orphan Girl of the age of about 7 years in the sum of five hundred dollars Haw if the above bond obligor H.V.C. Wynn well and freely comply with the contract by him made with W B Tipton Agent of The Freedmans Bureau Relative to the apprenticeship of said Orphan and faithfully and honestly discharg all his duties to said Orphan then the above obligation to be void otherwise to remain in full force witness our hands and seals this 7th day of April 1866 
H.V.C. Wyrne  {Seal} 
W.C. Gooch  Seal {Seal}",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00138
38268,Contracts,Apprenticeship Agreement,"Know all men by these presents that we HVC Wynne and WC Gooch are held and firmly bound unto the State of Tennessee for the use of Francis Wynne a Coloured Orphan of the age of about 9 years old in the sum of five hundred Dollars  Now if the above bound obliger HVC Wynne well and truly comply with the Contract by him made with WB Tipton Agent of the Freedmans beureau Relative to [[strikethrough]] the to [[/strikethrough]] the apprenticeship of said Orphan and faithfully honestly dis charge all his duties to said Orphan then the above obligation to be void Otherwise to remain in full force witness own hands & seals  
This 7th day of April 1866 
 
H.V.C Wynne {Seal} 
W.C. Gooch {Seal}",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00140
38268,Contracts,Apprenticeship Agreement,"Know all men by these presents that we Albert Jones and Thos H Benton are held and firmly bound unto the state of Tennessee for the use of Joseph Jones a colored orphan about eleven years of age in the sum of five hundred dollars. Now if the above bound Obliger Albert Jones well and truly comply with the contract by him made with W B Tipton agent of the Freedmans bureau relative to the apprenticeship of said orphan and faithfully and honestly discharge all his duties to said orphan then the above obligation to be void otherwise to remain in full force  witness our hand and seal this 9th day of April 1866.  
 
Albert Jones {seal} 
T.H. Burton {seal}",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00142
38268,Contracts,Apprenticeship Agreement,"STATE GAZETTE Print, Dyersburg, Tenn-          INDENTURE OF APPRENTICESHIP 
 
This indenture, made the ninth day of April Eighteen Hundred and Sixty Six, between Joseph Jones of the age of Eleven on the ___ day of ___last, & W B Tipton Agent of the Freedmens Bureau Both of the County of Dyer State of Tennessee, of the one part, and Albert Jones, of the County of Dyer State of Tennessee of the other part, witnesseth that the said WB Tipton by and with the consent of the said Joseph Jones by his Agent signified by his signature affixed to this indenture, and by free will and consent of the said Joseph Jones minor hath placed and bound himself apprentice to Albert Jones to learn the trade or business of Farming and with the said Albert Jones to dwell, continue and serve from the date hereof until the said Joseph Jones shall have attained the age of twenty-one year which will be on the ___ day of ___ Eighteen Hundred and Seventy five; during all of which time the said apprentice shall well and faithfully serve his said master, keep his secrets and obey his lawful commands. He shall do no damage to his  master, nor wilfully suffer it to be done by others, and if any to his knowledge is intended he shall give his master immediate notice thereof. He shall not play at cards, dice, or any unlawful game. He shall not contract matrimony during said term, nor absent himself from the service of his said master, nor haunt or frequent taverns, tippling houses, nor gaming houses, but in all things and at all time demean and conduct himself as a good and faithful apprentice towards his said master during the whole time of aforesaid.  
     And the said Albert Jones covenants and agrees with the said WB Tipton Agent &c that he will teach and instruct the said Joseph Jones or cause him to be taught and instructed in the best and most complete way and manner that he can in the trade or business of Farming with all things belonging thereto; and that he will find and allow to the said apprentice good and suitable meat, drink, washing, lodging, suitable apparel for working and holy days, and all other things fit, convenient and proper for an apprentice during the term aforesaid. And will also teach to the said apprentice, or cause to be taught, within said term, to read and write and the ground rules of Arithmetic and the Rule of Three, and at the expiration of said term will give unto the said two new suits of clothes suitable to his condition and twenty dollars in money. 
 
IN WITNESS WHEREOF we have hereunto, and to duplicate thereof, set our hands and seals the day and year first above written. 
 
WITNESS:  
WB Tipton Agent of the Freedmans [[SEAL]] 
Bureau for Dyer County Tenn [[SEAL]] 
",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00144
38268,Contracts,Apprenticeship Agreement,"This indenture, made the ninth day of April Eighteen Hundred and Sixty Six, between Monroe Jones, of the age of 15 on the day of last, WB Tipton Agent of the Freedman's Bureau of the County of Dyer State of Tennessee, of the one part, and Albert Jones of the County of Dyer State of Tennessee of the other part, witnesseth that the said WB Tipton Agent by and with the consent of the said Monroe Jones by his Agent signified by his signature affixed to this indenture, and by free will and consent of the said Monroe Jones hath placed and bound himself apprentice to the said Albert Jones to learn the trade or business of Farming and with the said Albert Jones to dwell, continue and serve from the date hereof until the said Monroe Jones shall have attained the age of twenty-one years, which will be on the day of Eighteen Hundred and Seventy one; during all of which time the said apprentice shall well and faithfully serve his said master, keep his secrets and obey his lawful commands. He shall do no damage to his master, nor wilfully suffer it to be done by others, and if any to his knowledge is intended he shall give his master immediate notice thereof. He shall not play at cards, dice, or any unlawful game. He shall not contract matrimony during said term, nor absent himself from the service of his said master, nor haunt or frequent taverns, tippling houses, nor gaining houses; but in all things and at all times demean and conduct himself as a good and faithful apprentice towards his said master during the whole time aforesaid. 
 
And the said Albert Jones covenants and agrees with the said WB Tipton Agent that he will teach and instruct the said Monroe Jones or cause him to be taught and instructed in the best and most complete way and manner that he can in the trade or business of Farming with all things belonging thereto; and that he will find and allow to the said apprentice good and suitable meat, drink, washing, lodging, suitable apparel for working and holy  days, and all other things fit, convenient and proper for an apprentice during the term aforesaid. 
 
And will also teach to the said apprentice, or cause to be taught, within said term, to read and write and the ground rules of Arithmetic and the Rule of Three, and at the expiration of said term will give unto the said two new suits of clothes suitable to his condition, and fifty dollars in money. 
 
IN WITNESS WHEREOF we have hereunto, and to duplicate thereof, set our hands and seals the day and year first above written. 
 
WITNESS: 
WB Tipton Agent of the Freedmans Bureau for Dyer County Term  SEAL 
SEAL",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00146
38268,Contracts,Apprenticeship Agreement,"State Gazette Print, Dyersburg, Tenn.  INDENTURE OF APPRENTICESHIP. 
 
This indenture, made the Eighteenth day of April Eighteen Hundred and sixty six, between Robert Woodson of the age of Ten years on the 25th day of Dec last, and WB Tipton Agent of the Freedmens Bureau of [[Blank Space]] of the County of of Dyer State of Tennessee, of the one part, and Lewis M Williams of the County of Dyer State of Tennessee of the other part, witnesseth that the said Robert Woodson by and with the consent of the said WB Tipton agent his Agent signified by his signature affixed to this indenture, and by free will and consent of the said Robert Woodson hath placed and bound himself apprentice to the said Lewis M Williams to learn the trade or business of Farming and with the said Williams to dwell, continue and serve from the date hereof until the said Robert Woodson shall have attained the age of twenty-one years, which will be on the twentififth day of December Eighteen Hundred and Seventy six; during all of which time the said apprentice shall well and faithfully serve his said master, keep his secrets and obey his lawful commands.  He shall do no damage to his master, nor wilfully suffer is to be done by others, and if any to his knowledge is intended he shall give his master immediate notice thereof.  He shall not play at cards, dice, or any unlawful game.  He shall not contract matrimony during said term, nor absent himself from the service of his said master, nor haunt or frequent taverns, tippling houses, nor gaming houses; but in all things and at all times demean and conduct himself as a good and faithful apprentice towards his said master during the whole time aforesaid. 
 
And the said Lewis M Williams covenants and agrees with the said WB Tipton Agent of that he will teach and instruct the said Robert Woodson or cause him to be taught and instructed in the best and most complete way and manner that he can in the trade or business of Farming with all things belonging thereto; and that he will find and allow to the said apprentice good and suitable meat, drink, washing, lodging, suitable apparel for working and holy days, and all other things fit, convenient and proper for an apprentice during the term aforesaid.  apprenticeship. 
 
And will also teach to the said apprentice, or cause to be taught, within said term, to read and write and the ground rules of Arithmetic and the Rule of Three, and at the expiration of said term will give unto the said [[Blank Space]] two new suits of clothes suitable to his condition and twenty five dollars in money. 
 
IN WITNESS WHEREOF we have hereunto, and to duplicate thereof, set our hands and seals the day and year first shove written.  
Witness: 
W B Tipton Agent of the Freedman Bureau for Dyer County Tenn SEAL 
SEAL",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00148
38268,Contracts,Apprenticeship Agreement,"Know all men by these presents that we John R. Westbrook and Lewis M Williams are held and firmly bound unto the State of Tennessee for the use  of Jane Woodson a Colored orphan girl of the age of about twelve years in the sum of five hundred Dollars. Now if the above bound obligor J. R. Westbrook well and trully comply with the contract by him made with W B Tipton Agent of the Freedmens Bureau Relative to the aprenticeship of the said orphan and faithfully and honestly discharge all his duties to said orphan then the above obligation to be void otherwise to remain in full force witness our hand and seal 
April 26th 1866 
J. R. Westbrook {Seal} 
Louis M Williams {Seal} 
    ",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00150
38268,Contracts,Apprenticeship Agreement,"STATE GAZETTE Print, Dyersburg, Tenn.  INDENTURE OF APPRENTICESHIP. 
							 
This indenture, made the first day of May Eighteen Hundred and Sixty Six, between Margaret Howard, of the age of Ten years on the first day of April last, [[strikethrough]] of [[/strikethrough]] NB Tipton Agent of Freedman  bureau both of the County of Dyer State of Tennessee, of the one part, and Mrs RB Tipton of the County of Dyer State of Tennessee of the other part, witnesseth that the said Margaret Howard by and with the consent of the said NB Tipton Agent of the Freedmans bureau signified by his signature affixed to this indenture, and by free will and consent of the said Margaret Howard minor hath placed and bound her self apprentice to the said RB Tipton to learn the trade or business of Cooking & Sewing and with the said RB Tipton to dwell, continue and serve from the date hereof until the said minor Margaret Howard shall have attained the age of [[strikethrough]] twenty one [[/strikethrough]] Eighteen years, which will be on the first day of April Eighteen Hundred and Seventy four; during all of which time the said apprentice shall well and faithfully serve her said [[strikethrough]] master [[/strikethrough]] Mrs, keep her secrets and obey her lawful commands. She shall do no damage to her [[strikethrough]] master [[/strikethrough]] Mrs, nor wilfully suffer it to be done by others, and if any to her knowledge is intended she shall give her [[strikethrough]] master [[/strikethrough]] Mrs immediate notice thereof. She shall not play at cards, dice, or any unlawful game. She shall not contract matrimony during said term, nor absent herself from the service of her said [[strikethrough]] master [[/strikethrough]] Mrs, nor haunt or frequent taverns, tippling houses, nor gaming houses; but in all things and at all times demean and conduct herself as a good and faithful apprentice towards her said master during the whole time of aforesaid. 
 
And the said RB Tipton covenants and agrees with the said NB Tipton Agent [[?]] that she will teach and instruct the said Margaret Howard or cause her to be taught and instructed in the best and most complete way and manner that she can in the trade or business of Cooking & Sewing with all things belonging thereto; and that she will find and allow to the said apprentice good and suitable meat, drink, washing, lodging, suitable apparel for working and holy days, and all other things fit, convenient and proper for an apprentice during the term aforesaid. 
 
And will also teach to the said apprentice, or cause to be taught, within said term, to read and write and the ground rules of Arithmetic and the Rule of Three, and at the expiration of said term will give unto the said Margaret Howard two new suits of clothes suitable to his condition, and Twenty five dollars in money. 
 
IN WITNESS WHEREOF we have hereunto, and to duplicate thereof, set our hands and seals the day and year first above written. This first day of May 1866 
 
WITNESS:   
 
NB Tipton Agent of the Freedman 
 
Bureau for Dyer County Tenn {SEAL.} 
R.B. Tipton {SEAL.}",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00152
38268,Contracts,Apprenticeship Agreement,"Know all men by these presents that we R B Tipton and P M Tipton are held and firmly bound unto the State of Tennessee for the use of Margaret Howard a colored orphan of the age of about ten years in the sum of five hundred Dollars  
Now if the above bound obligers well and truly comply with the contract by her made with W B Tipton Agent of the Freedmens Bureau relative to the apprenticeship of the said Minor Orphan and faithfully and honestly discharge all her duties to the Said Orphan then the above obligations to be void Otherwise to remain in full force witness our hands and seals this first Day of May 1866 
 
R. B. Tipton {Seal} 
P. M Tipton {Seal}    ",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00154
38268,Contracts,Apprenticeship Agreement,"STATE GAZETTE Print, Dyersburg Tenn.            
INDENTURE OF APPRENTICESHIP. 
 
This indenture, made the Seventh day of May Eighteen Hundred and Sixty Six, between John Terpin freed boy of the age of nine Years on the 10 day of March last, and his mother [[strikethrough]] of [[/strikethrough]] W B Tipton Agent of the County of Dyer State of Tennessee, of the one part, and Richmond Terpin of the County of Dyer State of Tenn of the other part. witnesseth that the said John Terpin by and with the consent of the said W B Tipton Agent Freedmans Bureau his   signified by his signature affixed to this indenture, and by free will and consent of the said John Terpin hath placed and bound him self apprentice to the said Richmond Terpin to learn the trade or business of farming and with the said Richmond Terpin to dwell, continue and serve from the date hereof until the said John Terpin shall have attained the age of twenty-one years, which will be on the 10th day of March. Eighteen Hundred and Seventy Eight; during all of which time the said apprentice shall well and faithfully serve his said master, keep his secrets and obey his lawful commands. He shall do no damage to his master, nor willfully suffer it to be done by others, and if any to his knowledge is intended he shall give his master immediate notice thereof. He shall not play at cards, dice or any unlawful game. He shall not contract matrimony during said term, nor absent himself from the service of his said master, nor haunt or frequent taverns, tippling houses, nor gambling houses; but in all things and at all times demean and conduct himself as a good and faithful apprentice towards his said master during the whole time aforesaid. 
 
And the said Richmond Terpin covenants and agrees with the said John Terpin that he will teach and instruct the said John Terpin or cause him to be taught and instructed in the best and most complete way and manner that he can in the trade or business of farming with all things belonging thereto; and that he will find and allow to the said apprentice good and suitable meat, drink, washing, lodging, suitable apparel for working and holy days, and all other things fit, convenient and proper for an apprentice during the term aforesaid. 
 
And will also teach to the said apprentice, or cause to be taught, within said term, to read and write and the ground rules of Arithmetic and the Rule of Three, and at the expiration of said term will give unto the said John Terpin two new suits of clothes suitable to his condition, and twenty five dollars in money. 
 
IN WITNESS WHEREOF we have hereunto, and duplicate thereof, set our hands and seals the day and year first above written 
This 7'th of May 1866        
 
R. Terpin (Seal.) 
M B Tipton Agent of the freedmans Bureau for Dyer County Tenn (Seal.) 
 
Witness: 
 
",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00156
38268,Contracts,Apprenticeship Agreement,"Richard Terpin 
to Bond 
John Terpin Orphan 
May 7. 1866 
Dyer Co.",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00157
38268,Contracts,Apprenticeship Agreement,"know all men by these presents these Richard Terpin and H. Terpin are held and firmly bound unto the State of Tennessee for the use of John Terpin, a colored orphan minor of the age of about nine years in the sum of five hundred dollars have should the above bound obligor Richard Terpin well and truly comply with the contract made by him with MB Tipton Agent of the Freedmans Bureau relative to the apprenticeship of said minor and faithfully and honestly discharge all of his duties to said minor child then the above obligator [[?]] to be said otherwise to remain in full force witness our hand and seal this 7th day of May 1866 
R. Terpin  {seal} 
A.H. Terpin {seal}",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00158
38268,Contracts,Apprenticeship Agreement,"Know all men by these presents that we Louis M Williams and J R WestBrook are held and firmly bound unto the State of Tennessee for the use of Robt Westbrook a colored person and an orphan child of the age of 11 years, in the Sum of five hundred dollars 
 
Now should the above named obligor L M Williams well and truly comply with the Contract by him made with W B. Tipton agent of the Freedmens Beaureau relative to the apprenticeship of said orphan and faithfully and honestly discharge all his duties to said orphan child then the above obligation to be null & void otherwise to remain in full force Witness our hands & Seals this 18th day of May A.D. 1866 
 
Louis M. Williams {Seal} 
J.R. Westbrook {Seal} 
",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00160
38268,Contracts,Apprenticeship Agreement,"State Gazette Print, Dyersburg, Tenn. 
Indenture of Apprenticeship. 
 
This indenture, made twentieth day of May Eighteen Hundred and sixty six, between Susan Ward & W B Tipton Agent of the Freedman bureau, of the age of Eight on the Third day of Nov last, of   of the County of Dyer State of Tennessee, of the one part, and W B Hurt of the County of Dyer State of Tennessee of the other part, witnesseth that the said Susan Ward by an with consent of the said W B Tipton Agent &c [[strikethrough]] his [[/strikethrough]] has signified by his signature affixed to this indenture, and by free will and consent of the said Susan Ward Minor hath placed and bound her self apprentice to the said W B Hurt to learn the trade or business of house work & serving and with the said W B Hurt to dwell, continue and serve from the [[?]] hereof until the said Susan Ward Orphan shall have attained the ages of Eighteen years, which will be on the Third day of November Eighteen Hundred and Seventy five; during all of which time the said apprentice shall well and faithfully serve said master, keep his secrets and obey his lawful commands. She shall do no damage to her master, nor wilfully [[willfully]] suffer it to be done by others, and if any to her knowledge is intended, she shall give her master immediate notice thereof. She shall not play at cards, dice, or any unlawful game. She shall not contract matrimony during said term, not absent herself from the service of her said master, nor haunt or frequent taverns, tippling houses, nor gaming houses; but in all things and at all times demean and conduct herself as good and faithful apprentice towards her said master during the whole time aforesaid. apprenticeship 
 
And the said W B Hurt covenants and agrees with the said W B Tipton Agent &c that he will teach and instruct the said Susan ward Minor or cause her to be taught and instructed in the best and most complete way and manner he can in the trade or business of house work & sewing with all things belonging thereto: and that he will find and allow to the said apprentice good and suitable meat, drink, washing, lodging, suitable apparel for working and holy days, and all other things fit, convenient and proper for an apprentice during the term aforesaid. apprenticeship 
 
And will also teach to the said apprentice, or cause to be taught, within said term, to read and write and the ground rules of Arithmetic and the Rule of three, and at the expiration of said term will give unto the said Susan Ward two new suits of clothes suitable to her condition, and twentifive [[twenty five]] dollars in money. 
 
In witness whereof we have hereunto, and to duplicate thereof, set our hands and seals this day and year first above written. This 20th of May 1866 
 
Witness: 
W B Tipton Agent of the Freedmen: bureau for Dyer County Tenn (Seal.) 
W B Hurt (Seal.) 
",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00162
38268,Contracts,Apprenticeship Agreement,"Know all men by these presents we Wm Hart and D P Pierce are held and timely bound unto the State of Tennessee for the use of Susan ward about the age of   years in the sum of five hundred Dollars now should the above obligor 
Contract well and truly comply with the Contract by him made with W B Tipton Agent of The Freedmans Bureau relative to the apprenticeship of Said Orphan faithfully and Honestly discharge all his duties to said orphan then the above obligation to be Void otherwise to remain in full force witness our hand and seals this 20th day of May 1866 
 
Acknowledged before me this 20th of May 1866 
 
Wm Hart {SEAL} 
 
D.P. Pierce {SEAL} 
",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00164
38268,Contracts,Apprenticeship Agreement,"J.W. Tarkington 
 
Indentures of Henry Warren [[strikethrough]] orphan [[/strikethrough]] [[?]] to 
 
May 25. 1866 
 
Dyer Co 
",https://transcription.si.edu/transcribe/38268/NMAAHC-007677363_00165
